park_name,width_ft,class,surface,gen_topog,difficulty,date_collected,trail_name,parkid,trailmarkersinstalled,shape
LaTourette Park & Golf Course,3.0,Class III : Developed/Improved,Dirt,Wavy,3: Moderate and rough,2014.0,White Trail,R013,Yes,"MULTILINESTRING ((-74.14235721555963 40.58544123101602, -74.14240475544094 40.58532517641616, -74.14239280542066 40.585174513627024, -74.1422946631018 40.58495548891357, -74.14224471074631 40.58460710711492, -74.14231428582629 40.584365620878536, -74.14221257558332 40.58419878951499, -74.14206860460966 40.58398236168698, -74.14195421977013 40.58380183256936, -74.14169197455341 40.583748102272175))"
Van Cortlandt Park,9.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2013.0,Cross Country Trail,X092,Yes,"MULTILINESTRING ((-73.89096630540779 40.89585483785844, -73.89096129702106 40.89586960828425, -73.89087227763162 40.896119676166144, -73.89083490489863 40.896303758465486, -73.89075595926002 40.896650111995015, -73.89067315788833 40.89688922217081, -73.89049753231696 40.89721778216028, -73.89034862508066 40.89745236925566, -73.89026243430371 40.897625345194335, -73.89025017631513 40.89774405343198, -73.89026258865822 40.89785028369191, -73.89027687600733 40.89793499865182, -73.8902716361763 40.89795247477832))"
Cunningham Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,Q021,No,"MULTILINESTRING ((-73.76616176250863 40.734162821362276, -73.76610189198726 40.734167772352485, -73.76598804278271 40.73422251996317, -73.7657875493083 40.73431150340601, -73.76547563434409 40.73443206929363, -73.7648571261975 40.734624815031545, -73.76454710863571 40.734745909078725, -73.76351377715105 40.73502394790703))"
Van Cortlandt Park,5.0,Class III : Developed/Improved,Gravel,Level,2: Slightly uneven,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.87895455700966 40.902814019691675, -73.87895215307664 40.902829339805024, -73.87845331265007 40.906008451277046))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.81334275577996 40.866064979516935, -73.81320962840792 40.86632070528352, -73.81304436045413 40.8666101562367, -73.81290808580194 40.86685676806773, -73.81280461560111 40.86704434543238, -73.81264819970511 40.86730998405576, -73.81251570981362 40.86754897798582, -73.81242359242377 40.8677165600236, -73.81225073406472 40.86802410451057, -73.81214976600846 40.86821359166501, -73.81201091427162 40.86848116430855, -73.81185687092035 40.868793504217315, -73.81177003602323 40.868971123980046, -73.81171791569176 40.86907793080045, -73.81170374687186 40.86910869275703, -73.81167640167244 40.86921810547931, -73.81166734105193 40.869293144790156, -73.8116576973586 40.86937300707612, -73.811633041288 40.86942333307459, -73.81161158104942 40.86946523118988, -73.81159389127956 40.869505229118396, -73.81157364551464 40.869561424497995, -73.81154935741573 40.86959403932754, -73.81151256360816 40.869653985227906))"
McGuire Fields,7.0,Class III : Developed/Improved,Grasses,Level,2: Slightly uneven,2015.0,Bridle Trail,B166D,Yes,"MULTILINESTRING ((-73.89786078350913 40.62003422649731, -73.89789327517414 40.61982766952378, -73.897912327351 40.61973388726777, -73.89795453465612 40.61966927723333, -73.89796990681427 40.61958231404747, -73.89796532726152 40.61952053693651, -73.89790666467539 40.619410599664874, -73.8978733371965 40.619302362542996, -73.89785163555825 40.61915672359036, -73.89781136285302 40.61909024014332, -73.8978068173135 40.619031837305734, -73.89783693856454 40.618945369921825, -73.89779660585144 40.61867041486082, -73.89775386660669 40.61855644021158, -73.89775469507966 40.61846691293122, -73.89779028963737 40.61837689246332, -73.89772843462075 40.61824805390951, -73.89774613917872 40.618188336284845, -73.89780963804021 40.61804698570067, -73.89780164597015 40.61794805273403, -73.89772998617933 40.61781849494657, -73.89772595026666 40.61773532551462, -73.89775968167378 40.617620843432874, -73.89787832560104 40.617504835678226, -73.89789007612559 40.61740032711144, -73.89777837420633 40.617269283931805, -73.89775019116881 40.61717866552094, -73.89778271846787 40.617085520208136, -73.89786497595269 40.61696454974644, -73.89783155203726 40.61681670126517, -73.89788521550503 40.616673454385776, -73.89787945033483 40.61656032216641, -73.89777087968127 40.616367155677615, -73.89772971399921 40.61627532801296, -73.89780028962048 40.616130905721256, -73.89772723364612 40.61587109704396, -73.89772439979909 40.615807895926956))"
Pelham Bay Park,7.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.81641596448009 40.86104347265012, -73.81594677261378 40.861729385310674, -73.81545154481422 40.86243219980747, -73.81514577916934 40.86287673152682, -73.81487549144195 40.86327387423444))"
Alley Pond Park,7.0,Class IV : Highly Developed,Grasses,Level,2: Slightly uneven,2013.0,Yellow Trail,Q001,Yes,"MULTILINESTRING ((-73.7435357034117 40.757761374629325, -73.74369515465011 40.75812593488066, -73.74418626358396 40.75936649833784, -73.74504344293454 40.760837950063674, -73.74507370437529 40.7609610660953, -73.7451149031812 40.761303556633806))"
Van Cortlandt Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,"Alternate Old Croton Aqueduct Trail, VC Greenway",X092,Yes,"MULTILINESTRING ((-73.88760893133399 40.886228222104656, -73.88761142666787 40.8862415238205, -73.8876721623133 40.886396357671195, -73.8877689886244 40.88656275911397, -73.88788626738402 40.8867336467506, -73.88794327159367 40.88683689065141, -73.88799940629983 40.886980949126524, -73.88805467514325 40.8871771061725, -73.88809064229403 40.887383348829985, -73.88812184719369 40.8875921955612, -73.88813243132834 40.88774306159122, -73.88812436005666 40.88794206664152, -73.88810983247545 40.88810591404464, -73.88808952857171 40.88823947338962, -73.88803023429291 40.888436894312825, -73.88795411114644 40.888574071647874, -73.88788852634167 40.88868622655113, -73.88788266295023 40.88870552998055))"
Deere Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2015.0,Blue Trail,R115,Yes,"MULTILINESTRING ((-74.10481387704715 40.60620581432692, -74.10482746482377 40.60625315230113, -74.10485822014397 40.606316722737176, -74.10492921875293 40.60635356765079, -74.10507316889783 40.60656137035314, -74.10513585923574 40.606642543741195, -74.1051310597981 40.6066748534693, -74.10505048491804 40.6067421106106, -74.10496059036913 40.60682258056474, -74.10480819159982 40.60692095131082, -74.10468211348 40.607002278012686, -74.10443121003237 40.607102277824104, -74.10433997910984 40.60710187529918, -74.10424499643695 40.60712324893225, -74.10416387589721 40.60716506438746, -74.10397453133733 40.60715143262487, -74.103866775342 40.6071080348281, -74.10367743575054 40.607133979624834, -74.10359267417792 40.6072091452007))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.802649710126 40.85969276785985, -73.8027306668269 40.85972604262765, -73.80279662811452 40.85972615538874, -73.8030013226061 40.8599017850209, -73.80309254898403 40.86003270574912, -73.80320518548699 40.86035841780103, -73.80330330220357 40.86063792052268, -73.80340538409193 40.86081615694414, -73.80348565987677 40.86093314697328, -73.80364648218239 40.86107531403362, -73.80377811191822 40.861175697912316, -73.80397566506221 40.86129010446106))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.81033956641652 40.871278809301, -73.81004818738245 40.871684852811065, -73.80947563240787 40.87249493009608, -73.80936712057722 40.872643752304086, -73.80929229359121 40.872743592085456, -73.80921871535736 40.8728406045413, -73.80916510490881 40.872906529031376, -73.80912522811323 40.87294890048013, -73.8090878705636 40.87297901590931, -73.80901316619493 40.873035475496074, -73.80891857721457 40.87309473055, -73.80880159691152 40.873163379262564, -73.8086697039363 40.87323388965903, -73.80857889753948 40.87327334712625, -73.80842468348527 40.873328730701964, -73.80834335401963 40.8733723666816))"
Kissena Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2015.0,Greenway,Q024,Yes,"MULTILINESTRING ((-73.81026907625284 40.74577958189808, -73.81026752132014 40.74577968649713, -73.81010530715665 40.74580686576775, -73.80989669729377 40.745827128878744, -73.80943106138685 40.74590927102126, -73.80915855832441 40.74599268959419, -73.80881571202215 40.746128523751494, -73.80873119806759 40.746182832688035, -73.80844592184452 40.74637376259638, -73.80831356701941 40.7464881996545, -73.8081519212571 40.74662796230464, -73.80806222062061 40.7467301376462))"
Pelham Bay Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.82133775803904 40.856266965922025, -73.82130374199876 40.856312579919106, -73.82113746685721 40.8564489665986, -73.82088379004219 40.856670619185806, -73.82062168123558 40.85689012393234, -73.82043571908217 40.857026478079796, -73.82021857566393 40.857254592146546, -73.81999305937761 40.85745920609179, -73.81981548421557 40.85761265285508, -73.81952686577169 40.85785773449307, -73.81912660105597 40.85820725782139, -73.8188813935988 40.8584118386978, -73.81872361434097 40.85852261439505, -73.81854599964593 40.858688869525196, -73.81812144208388 40.85907464726107, -73.81778319440211 40.85936448175145, -73.81757738819756 40.85955417748145))"
Flushing Meadows Corona Park,9.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2014.0,Pat Dolan Trail,Q099,Yes,"MULTILINESTRING ((-73.82813957115707 40.72236394824814, -73.82881156528353 40.72230465112665, -73.8293544806323 40.72226974910426, -73.83044339362233 40.722086152431416, -73.83055946727359 40.722040348614435))"
Marine Park,9.0,Class V : Fully Developed,Gravel,Level,2: Slightly uneven,2014.0,Salt Marsh Nature Trail,B057,Yes,"MULTILINESTRING ((-73.9285455034348 40.60349763674933, -73.92847447397726 40.60347412405599, -73.92828419454813 40.603418179402645, -73.92821749949225 40.60338214659203, -73.92815738357864 40.60332922135586, -73.92795341048573 40.603090004101745, -73.92787413259076 40.60298870144949, -73.92780733442211 40.60288145142712, -73.9277211665215 40.60273321992097, -73.92763711814143 40.60259304035218, -73.92758601882092 40.60251445740298, -73.92751948956587 40.60243788457206, -73.92746566112703 40.60239205724856, -73.92732830924174 40.60231538375331, -73.92724454175344 40.602279721397984, -73.92716257856024 40.60225265110849, -73.92706860265227 40.60221750355687, -73.92696155072464 40.60217537937663, -73.9268493190266 40.602115182817705, -73.92672279077489 40.60203421278853, -73.92663201737005 40.601960220184814, -73.92653893996523 40.60185215477018, -73.92642285695442 40.60170032086904, -73.92636499069351 40.601622090543636, -73.92630769528319 40.601524534442085, -73.92628325608894 40.601457521698805, -73.92626174085015 40.601355415664294, -73.92627231330191 40.60128954652671, -73.92629132615083 40.60121295757861))"
Marine Park,5.0,Class III : Developed/Improved,Sand,Level,2: Slightly uneven,2013.0,Red Trail,B057,Yes,"MULTILINESTRING ((-73.91524468426556 40.590166190604926, -73.91540004431423 40.590282399688185, -73.91549522839287 40.590401394666344, -73.91562115231301 40.590493041629394, -73.91582778011957 40.59060268062426, -73.91588127758249 40.59062261056305, -73.91601992671009 40.59067426244616, -73.91612478950117 40.59071332810243, -73.91627326083042 40.59079649616501, -73.91643904068923 40.59089855339595, -73.91664190859154 40.59104707459052, -73.91683854653473 40.59122749285905, -73.91693251179255 40.59133421701979, -73.91700904335528 40.591521155243235, -73.91712770251718 40.591683583638996, -73.91731430329023 40.59180619194647))"
Willowbrook Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,White Trail,R030,Yes,"MULTILINESTRING ((-74.15072111336242 40.59397978142376, -74.15063278754293 40.593916683146325, -74.15032253208496 40.59383514352842, -74.15015669027278 40.593838922827224, -74.15004101319614 40.593823445328, -74.14986806211292 40.59374195655877, -74.14972744330665 40.59374051171889, -74.14959893366778 40.59340444228564, -74.14942911115213 40.593028898820855, -74.1495072085413 40.59293609187378, -74.14942747995866 40.59273495183169, -74.1493942793031 40.592643730472766, -74.14933146897133 40.59260686630733))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2014.0,Bridle Trail,X039,Yes,"MULTILINESTRING ((-73.81008763431032 40.87355527006299, -73.8112350649856 40.8719166181166))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.81755865554334 40.87346366233251, -73.81710847276233 40.8732600153365, -73.81693054278541 40.87313205634118, -73.8166776425096 40.87287433895426, -73.8165574612751 40.87274834951877, -73.81647232757436 40.87266172749167, -73.81637277239942 40.87256864935205, -73.81624021000901 40.87249410288293, -73.81612581636723 40.87243268914288, -73.81590217129657 40.8722665073225, -73.81571236180787 40.8721232506505, -73.81553941141478 40.87201290020871, -73.81532135591013 40.871869598631015, -73.81525370620942 40.87181659825429, -73.81513364205496 40.87165057980098, -73.81509978005629 40.871596333146314, -73.81507262167436 40.87157495251119, -73.81494966916352 40.87144157380231, -73.81485211353 40.871330926263475, -73.81475403893191 40.87123379866826, -73.81465136406614 40.87113547315048, -73.81450102817011 40.87102086841138, -73.81434072593368 40.87087861048894, -73.81426956659813 40.87079081883317, -73.81393494912786 40.870580138634644, -73.8136879914473 40.87044917626215, -73.81354879622471 40.87039177029531, -73.81310672584321 40.8702223698855, -73.81232599913189 40.86994234422583, -73.81210592414696 40.86985192532795, -73.81175801829593 40.869682673911846, -73.81161427403195 40.86964729228262))"
Deere Park,5.0,Class III : Developed/Improved,Dirt,Wavy,3: Moderate and rough,2015.0,Unnamed Official Trail,R115,Yes,"MULTILINESTRING ((-74.10894391248468 40.606916622914646, -74.10899072163612 40.606824075979155, -74.10909100765174 40.60677887096961, -74.10918962561851 40.606777291461995, -74.10922740813707 40.606750324540066, -74.1093032834344 40.606719962437275, -74.10943939191381 40.606674868934796, -74.10945594129342 40.60662106047104, -74.10950788107509 40.60657103020197, -74.10964712684013 40.606569517846566, -74.10985405863092 40.60648989507379, -74.11000267085511 40.60642982677092, -74.11006476351703 40.60638141557611, -74.110093157303 40.606327527235585, -74.11016379382599 40.606262042902344, -74.11047944906223 40.60625494817548, -74.11057728038143 40.60621692138806, -74.11064527305786 40.60618986459378, -74.11084624781724 40.60622930563724, -74.11098899596678 40.60619854020914))"
Van Cortlandt Park,5.0,Class III : Developed/Improved,Gravel,Level,2: Slightly uneven,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.88099291268652 40.898643411128106, -73.88097988445061 40.898656031495634, -73.88072644625042 40.8988754359326, -73.88013182976046 40.89937008564006, -73.87978111395336 40.899645035069646, -73.87962656135264 40.89985761616529, -73.87944008084871 40.900327423976286, -73.87944879506942 40.90038911534996, -73.87941472510347 40.90047924165845, -73.87935485463052 40.900933996588435, -73.87926844370452 40.90140658119802, -73.87918590503084 40.90184471183165))"
Van Cortlandt Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,X092,No,"MULTILINESTRING ((-73.89439217349776 40.88658140967629, -73.89429736935755 40.88723195851455, -73.89426924973148 40.88768901869292, -73.89423537202052 40.88800020109345, -73.89418363589992 40.888200453317395, -73.89414076326902 40.88832015705166, -73.89403606122357 40.8884945616835))"
Soundview Park,9.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2013.0,Bronx River Greenway,X118,No,"MULTILINESTRING ((-73.87169648276128 40.81516705790185, -73.8718533839396 40.815240686009744, -73.87198547270854 40.81528861676332, -73.87209296281245 40.81534568894857, -73.87221566300184 40.81536236624713, -73.87233674053088 40.81537908934466, -73.87246940855218 40.8153891758593, -73.8725889742966 40.81540006179335, -73.87270953462469 40.81542576639397, -73.87283206967582 40.815464513156066, -73.87293761774264 40.81551371656031, -73.87303658073641 40.815575890591326, -73.87314279038301 40.815629515078925, -73.87326572334698 40.8156644121877, -73.87338143035406 40.815684698757174, -73.87351104840943 40.81570093382405, -73.87363096084577 40.815722503463235, -73.87375795807677 40.815750150990674, -73.87388231100411 40.81578345781582))"
Rockaway Beach and Boardwalk,9.0,Class V : Fully Developed,Boardwalk,Level,2: Slightly uneven,2013.0,Unnamed Official Trail,Q162,No,"MULTILINESTRING ((-73.77738937858634 40.591360948103606, -73.77751700919521 40.59135460073849, -73.77989698940732 40.59105731707283))"
Highland Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Brooklyn-Queens Greenway,Q020,No,"MULTILINESTRING ((-73.888192548734 40.685487668837084, -73.88600172153001 40.68653539216895, -73.88555247314966 40.68675889426127, -73.88555241395579 40.686758920317324))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2014.0,Bridle Trail,X039,Yes,"MULTILINESTRING ((-73.81339246606804 40.8866051109944, -73.81234287286627 40.88650067536855, -73.81199205853233 40.88641839961056, -73.81125814938216 40.88616811968603, -73.81053262857782 40.885971126215544, -73.80963205190571 40.88582430923222, -73.80858281246806 40.88574300590877, -73.80756234629938 40.88560681214429, -73.80633213148948 40.885549115144826, -73.80563745662126 40.88543284705142, -73.80518915291012 40.885295876217214, -73.80469229935805 40.88503554735239, -73.80386980344767 40.88473524816057, -73.8034804690823 40.884595461369955, -73.8032030702377 40.8845304876426))"
Brady's Pond Park,3.0,Class II : Simple/Minor Developed,Dirt,Wavy,2: Slightly uneven,2016.0,Unnamed Official Trail,R075G,Yes,"MULTILINESTRING ((-74.0794205295485 40.60576584751789, -74.07948729863303 40.605729997500845, -74.07952603963678 40.605699630309495, -74.0795464597157 40.60566443457952, -74.07959438899216 40.60562965294937, -74.07956380499327 40.60533741776468, -74.07946017927718 40.60523221571071, -74.07942668764149 40.605194671777014, -74.07909878373228 40.60494219698001, -74.07910220970601 40.60493083003195, -74.0790715878215 40.60490978788915, -74.07906073877713 40.60487268753416, -74.07899499480511 40.60483971599389, -74.07895107722075 40.60481266746811, -74.07891904871188 40.60474105112214, -74.07887684884265 40.60470172817096, -74.07886058435658 40.604678088016456, -74.07882533265739 40.604673396164166, -74.07877723562643 40.6046088211743, -74.07873092279722 40.604508180827274, -74.07871395966191 40.60441900472366, -74.07866339872155 40.60434278221635, -74.07861302320161 40.60433563231779))"
Riverdale Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Red Trail,X142,Yes,"MULTILINESTRING ((-73.91473521586755 40.897939946954324, -73.9146522226669 40.898150405341056, -73.91453680210273 40.8984458732829, -73.91451274218831 40.89859792293482, -73.91452044065866 40.898702193895694, -73.914468537753 40.89891169360975, -73.91437979307797 40.89903244217746, -73.91429215823041 40.89916566680481, -73.91428283752404 40.899191333586195, -73.91429670933469 40.89929554249813, -73.91423063783851 40.89960143378005, -73.9142167828483 40.8997030701194, -73.91419082576222 40.899819814785445, -73.91417992158394 40.89983918959748))"
Forest Park,5.0,Class III : Developed/Improved,Wood Chips,Wavy,2: Slightly uneven,2013.0,Orange Trail,Q015,Yes,"MULTILINESTRING ((-73.83912196912554 40.70839885241102, -73.83928341490555 40.70843857351422, -73.83945493243326 40.708457208527, -73.83964352988306 40.70846934106354, -73.83975014828643 40.708490342709126, -73.83986331095846 40.70850782695259, -73.84000125382799 40.70851973443638, -73.84017962597338 40.708480074208126, -73.84030007967 40.70849649113163, -73.84037417885433 40.708483587805496, -73.84052673201342 40.708400369459795, -73.8406433604776 40.70838829661099, -73.840723432982 40.70834622832309, -73.84087943255697 40.70831951423994, -73.84098227340199 40.708295541525516, -73.8410272500467 40.708272526211985, -73.84110878575515 40.70820573430192, -73.84121154202045 40.7081808949728, -73.84125164375693 40.70816801802184, -73.84138429779829 40.708129163664836, -73.84158061836524 40.708026319916364))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.79499365886501 40.859129562995236, -73.79506678080688 40.858718635976814, -73.79527213545965 40.85832079453617, -73.79532878361454 40.85812170872837, -73.7953226998202 40.85778700994529, -73.79515771349037 40.8573789784305))"
Van Cortlandt Park,5.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.88165578936476 40.892749395804934, -73.88136998346947 40.892327367216666, -73.88125230557931 40.89192275436274, -73.88120921948898 40.891626932888165, -73.8811032560846 40.89133691870124, -73.8810508376937 40.891115699076884, -73.88103924770783 40.89106678354801, -73.88110832969625 40.89089328156954, -73.88114310536992 40.89080594233692))"
Van Cortlandt Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2013.0,John Muir Trail,X092,Yes,"MULTILINESTRING ((-73.88468707698928 40.89948492678012, -73.88463717394686 40.89963159284101, -73.88451087621355 40.90017886287013, -73.88444008506859 40.90040663885744, -73.88432562399602 40.90077849173534, -73.88411576956527 40.90161908578607, -73.88406677605349 40.901804004116364, -73.8840647558533 40.901811630988036, -73.8840643078487 40.90181332254755))"
Pelham Bay Park,5.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2014.0,Bridle Trail,X039,Yes,"MULTILINESTRING ((-73.80040174725957 40.873546061006735, -73.80040473997255 40.87354261820574, -73.80104371794594 40.873127753630406, -73.80136412469516 40.87303998639739, -73.80162320223643 40.87303941449897, -73.8017457482376 40.87305488750557, -73.80214352291996 40.872961116860274, -73.80226532076698 40.872917805826425, -73.80238064152984 40.87292989254209, -73.80257204814298 40.87298264310649))"
Forest Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2013.0,Orange Trail,Q015,Yes,"MULTILINESTRING ((-73.84299155669446 40.70206163346959, -73.8429918266923 40.702061039499114, -73.8431835536645 40.70201804021433, -73.84328750178112 40.701956464209935, -73.84339390150917 40.70188779180024, -73.84349156393642 40.7018730301486, -73.8437941990589 40.701867684278874, -73.84394837754206 40.70185168507639, -73.84422325840234 40.701800164448706, -73.84447897760182 40.701792637967664, -73.84457305250685 40.701774627802884, -73.84465013264838 40.7017808598561, -73.84499623306772 40.70177029427619, -73.84520715624672 40.70183782485986, -73.84555810758205 40.701942446064315))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.81181049482095 40.864160426900426, -73.8112117750079 40.86404430119218, -73.80991034015564 40.86360665882203, -73.80957735100591 40.863493856264604, -73.80905548957351 40.863350680121975, -73.80884990800779 40.86328666505664, -73.8082592294482 40.86311438804686, -73.80747220199203 40.86291038759442, -73.80650582898252 40.8625952206814, -73.80643687672324 40.86257157787663, -73.80567576460571 40.86232010585264, -73.80503791477969 40.862083108130356, -73.80486269311483 40.862014317796195, -73.80461229676307 40.861943498077274))"
Inwood Hill Park,7.0,Class IV : Highly Developed,Paved,Sloped,2: Slightly uneven,2014.0,"Orange Trail, Blue Trail",M042,Yes,"MULTILINESTRING ((-73.92696024092123 40.8736671749957, -73.92712626045179 40.873623389257766, -73.9273626751584 40.87352313567197, -73.92749634656849 40.87341674330163, -73.92756036907136 40.87325004910208, -73.92755742673683 40.87310878135479, -73.92752684096267 40.87294611685284, -73.92736452922946 40.872667500962784, -73.92729860165099 40.87251951100746, -73.92721870440533 40.87212141504444))"
Riverdale Park,3.0,Class II : Simple/Minor Developed,Dirt,Sloped,2: Slightly uneven,2014.0,Blue Trail,X142,Yes,"MULTILINESTRING ((-73.9189120424569 40.88930410153282, -73.91884130401219 40.88945481473309, -73.9188495107377 40.889536240615925, -73.91884676609105 40.88957808695623, -73.91885587057267 40.88966479661715, -73.91883439719349 40.8898257973543, -73.91876321166642 40.88993685549432, -73.91877154072239 40.88998611521608, -73.9186678259915 40.890106423599, -73.91859837770542 40.89029061038635, -73.9186040219969 40.89035391579786, -73.91857292717982 40.89052523374755, -73.91852054050199 40.89062421326487, -73.91845431366671 40.89078070869273, -73.91843304644433 40.89087028386425, -73.91844711777962 40.890948255133935, -73.91841475258919 40.89100355898803, -73.91840342205818 40.891058274378224))"
LaTourette Park & Golf Course,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2014.0,"Multipurpose Trail, Yellow Trail, Blue Trail",R013,Yes,"MULTILINESTRING ((-74.15224772889347 40.58063316768085, -74.15216382739553 40.580692519889084, -74.15209167916535 40.58076390280375, -74.1520125798904 40.5808560105529, -74.1518939930656 40.580947906605005, -74.15173551713288 40.580998080756004, -74.15147031454447 40.58130134307571, -74.15134926286761 40.58138459676731, -74.15111266785615 40.581859316571595, -74.15098562346141 40.58208128474422, -74.15097100013784 40.582093931124085))"
Forest Park,9.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2013.0,Bridle Path,Q015,Yes,"MULTILINESTRING ((-73.84721846116629 40.70803857125372, -73.84721867529585 40.7080427274032, -73.84729794312578 40.70808957458663, -73.84733673094003 40.70811249815166, -73.84746308756098 40.70816855416676, -73.84768139206258 40.708196539402515, -73.84790337349995 40.70820791102493, -73.84820911404941 40.708197236488886, -73.84851487967616 40.7081754830694, -73.84878790227202 40.70814814587805, -73.84909735020267 40.70810700861578, -73.8494213753749 40.708057581463386, -73.84957797210973 40.708013472884865, -73.84981461194471 40.70798054755834, -73.85010222199561 40.70793937910171, -73.85029519343134 40.707903625937846, -73.85052096960233 40.707845758845316, -73.85075762697896 40.70780452257497, -73.85089645654124 40.707779971711))"
Deere Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Blue Trail,R115,Yes,"MULTILINESTRING ((-74.11251682006966 40.60529403772455, -74.11254490002739 40.605267804124836, -74.11259772313869 40.605197077576186, -74.11263340860994 40.605153353758304, -74.11266334685621 40.60498138854199, -74.11269602757068 40.60493278861764, -74.11274139863504 40.60489512388904, -74.11277269639689 40.60483435923879, -74.11278608207598 40.60479735713843, -74.11280314558469 40.60476230015756, -74.11283200855027 40.60468572380252, -74.11290376744043 40.604646558944324, -74.11290681670599 40.60465059839481, -74.11297881662537 40.6046435981193, -74.11304943171092 40.60465469966531, -74.11313620002694 40.60463683256575, -74.11318297369142 40.60462947697121, -74.11328806501015 40.604639430467294, -74.11340445431885 40.604569501766974, -74.11349230969576 40.604504525186, -74.11370399899816 40.60442898002977, -74.11382218825503 40.60435842235971, -74.11388491108971 40.604335866970246, -74.11398866253583 40.60431072058146, -74.11410013517107 40.604261391002524, -74.11417491613057 40.604229684078334, -74.11418656068606 40.60421349642122))"
Forest Park,3.0,Class III : Developed/Improved,Paved,Wavy,1: Flat and smooth,2013.0,Orange Trail,Q015,Yes,"MULTILINESTRING ((-73.83866661525042 40.706572592130016, -73.8385908835198 40.70670529179421, -73.83857893988319 40.706773303387074, -73.8385729427514 40.70681482662839, -73.8385886857034 40.707107154260534, -73.83863618899444 40.70726249447879, -73.83872372133055 40.70740233710793, -73.83875055310048 40.70747062275766, -73.83882355193866 40.70766432532412, -73.8388838267035 40.70782809860043, -73.83890742623012 40.70797360405088, -73.83892307600587 40.708078961619776, -73.83889192491777 40.70817160869405, -73.83887982703817 40.708203577070385, -73.83889701431153 40.70823585658853, -73.83890436042985 40.70824965461859, -73.83898331724994 40.708388652053976))"
Highland Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Brooklyn-Queens Greenway,Q020,No,"MULTILINESTRING ((-73.88812351463967 40.69055587387039, -73.88884656108057 40.69041080832823, -73.88913194496173 40.69042523159345, -73.88930547285796 40.69037771372595, -73.88941758658258 40.69030714737976, -73.88966323516978 40.69019646236363, -73.89002247490495 40.689812598362366, -73.88998603624965 40.689748026399265))"
Rockaway Beach and Boardwalk,9.0,Class V : Fully Developed,Boardwalk,Level,2: Slightly uneven,2013.0,Unnamed Official Trail,Q162,No,"MULTILINESTRING ((-73.78224642789915 40.590584911771245, -73.7823100518238 40.59056966484955, -73.78388417416313 40.59038465685625, -73.78627310757524 40.58963454030879))"
